STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TENURE,Job tenure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_GE10,10 years or over,A,Annual,2017,,20.058,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2016,,1.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2015,,1.69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2022,,1.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2021,,1.734,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2020,,1.715,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2019,,1.692,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2018,,1.699,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2015,,0.048,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2023,,0,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2022,,0.049,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2021,,0.044,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2020,,0.047,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2019,,0.047,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2018,,0.05,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,HUN,Hungary,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_LT1,Less than 1 month,A,Annual,2017,,0.048,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2016,,3.472,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2015,,3.471,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2022,,3.477,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2021,,3.441,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2020,,3.43,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2019,,3.457,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BEL,Belgium,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2018,,3.431,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,TOTD,Total declared,A,Annual,2015,,9.379,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,TOTD,Total declared,A,Annual,2023,,10.814,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,TOTD,Total declared,A,Annual,2022,,10.678,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,TOTD,Total declared,A,Annual,2021,,10.474,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,TOTD,Total declared,A,Annual,2020,,10.176,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,TOTD,Total declared,A,Annual,2019,,9.867,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,TOTD,Total declared,A,Annual,2018,,9.701,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,SVK,Slovak Republic,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,TOTD,Total declared,A,Annual,2017,,9.399,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2017,,1.604,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2016,,1.609,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2015,,1.596,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2023,,1.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2022,,1.601,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2021,,1.652,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2020,,1.636,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,BRA,Brazil,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2019,,1.603,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2015,,11.018,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2023,,10.85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2022,,11.12,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2021,,11.322,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2020,,11.245,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2019,,10.845,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2018,,11.004,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,AUT,Austria,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,TOTD,Total declared,A,Annual,2017,,10.985,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2022,,1.789,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2021,,1.832,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2020,,1.815,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2019,,1.729,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2018,,1.738,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2017,,1.737,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2016,,1.731,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,OECD,OECD,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_1T2,From 1 to 2 years,A,Annual,2015,,1.707,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ISL,Iceland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T9,From 1 to 9 years,A,Annual,2022,,4.271,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ISL,Iceland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,Y_1T9,From 1 to 9 years,A,Annual,2021,,4.221,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2020,,3.517,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2019,,3.47,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2018,,3.497,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2017,,3.409,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2016,,3.527,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2015,,3.447,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,ROU,Romania,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,Y_3T4,From 3 to 4 years,A,Annual,2022,,3.572,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2017,,9.224,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2016,,9.327,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2015,,9.319,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2023,,7.788,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2022,,8.145,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2021,,8.298,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2020,,9.116,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,NLD,Netherlands,TENURE_EMP,Employment tenure,Y,Years,F,Female,_T,Total,TOTD,Total declared,A,Annual,2019,,9.057,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.695,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.742,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.693,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.691,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.702,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2019,,0.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2018,,0.697,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,EU22OECD,European Union (22 countries) in OECD,TENURE_EMP,Employment tenure,Y,Years,_T,Total,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.694,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2017,,0.698,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2016,,0.707,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2015,,0.703,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2023,,0.73,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2022,,0.686,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2021,,0.697,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TENURE@DF_TENURE_AVE(1.0),Employment by job tenure intervals - average job tenure,I,CHE,Switzerland,TENURE_EMP,Employment tenure,Y,Years,M,Male,_T,Total,M_6T11,From 6 to 11 months,A,Annual,2020,,0.704,,A,Normal value,0,Units,1,One
